ID,foreperiod,logFP,expFP,condition,orientation,prevOri,seqOri,oneBackFP,twoBackFP,oneBackFPDiff,prevFPLonger,block,counterbalance,testPos,meanRT,meanLogRT,meanRTzscore,meanInvRT,meanSeqEff,meanITITotal,numForeperiod,numOneBackFP,numOneBackFPDiff,numLogFP,squaredNumForeperiod,squaredNumOneBackFPDiff,squaredNumLogFP,scaledNumForeperiod,squaredScaledNumForeperiod,scaledNumOneBackFP,scaledNumOneBackFPDiff,squaredScaledNumOneBackFPDiff
002,1,0,0.36787944117144233,external,left,right,different,2.2,2.8,-1.2,1,0,external-action,1,0.431,-0.3655227298392684,-0.3911230656896131,2.320185614849188,0.06190000000000001,1.9541215310000002,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,left,right,different,2.8,1.6,-1.8,1,0,external-action,1,0.4696,-0.3282719117604419,0.12429612489308751,2.1294718909710393,-0.04420000000000002,1.982359045,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,external,left,right,different,2.8,2.8,-1.8,1,1,external-action,1,0.4003,-0.3976144098948949,-0.8010549089768904,2.498126405196103,-0.04110000000000002,2.057909536,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,external,right,left,different,1,1,0,0,1,external-action,1,0.4665,-0.3311483519174812,0.08290235570121274,2.1436227224008575,-0.08319999999999994,1.532457232,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,external,right,left,different,1,2.8,0,0,0,external-action,1,0.3855,-0.4139756176130242,-0.9986767747961638,2.594033722438392,-0.07629999999999998,1.98415843,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,external,right,left,different,1,2.8,0,0,1,external-action,1,0.37285,-0.43081185744716943,-1.1675900587565569,2.7111769423799457,-0.03865000000000002,1.72861909,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,external,right,left,different,1.6,1,-0.6,1,0,external-action,1,0.3871,-0.41217682868104494,-0.9773122487616478,2.5833118057349522,-0.1099,2.143859736,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,external,right,left,different,1.6,2.8,-0.6,1,1,external-action,1,0.3348,-0.47521455067877766,-1.6756651935148923,2.986857825567503,-0.1119,1.8516535209999998,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,external,right,left,different,2.2,1,-1.2,1,0,external-action,1,0.4806,-0.3182162335321187,0.2711772413803857,2.0807324178110695,-0.05369999999999997,1.929984297,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,right,left,different,2.2,1.6,-1.2,1,0,external-action,1,0.43265,-0.36490637097898393,-0.36909089821651825,2.3224664556182644,-0.0643,1.7558876015,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,right,left,different,2.2,2.8,-1.2,1,0,external-action,1,0.4236,-0.37304404856455264,-0.4899339985992502,2.3607176581680833,-0.10670000000000002,1.469225683,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,right,left,different,2.8,1,-1.8,1,0,external-action,1,0.3996,-0.3983745204460553,-0.8104018891169908,2.5025025025025025,-0.066,1.791878416,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,external,right,right,same,1.6,1,-0.6,1,0,external-action,1,0.3931,-0.40549695617991083,-0.8971952761322125,2.543881963876876,-0.01229999999999997,1.8795183579999999,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,external,right,right,same,1.6,1.6,-0.6,1,1,external-action,1,0.43355,-0.3642263725610049,-0.3570733523221028,2.320021105208716,0.029000000000000026,2.028129419,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,external,right,right,same,1.6,2.2,-0.6,1,1,external-action,1,0.5125,-0.29030613027220814,0.6971324791935489,1.9512195121951221,0.09499999999999996,1.6466958950000001,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,external,right,right,same,2.2,1,-1.2,1,0,external-action,1,0.3878,-0.41139219525731346,-0.9679652686215473,2.57864878803507,-0.00210000000000004,1.8757609949999998,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,right,right,same,2.2,1.6,-1.2,1,1,external-action,1,0.3712,-0.4303920324531756,-1.1896222262296516,2.6939655172413794,-0.01390000000000002,1.8801477530000001,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,external,right,right,same,2.8,1,-1.8,1,0,external-action,1,0.4915,-0.30847647783184556,0.41672307499052597,2.034587995930824,0.00769999999999998,1.807392031,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,external,right,right,same,2.8,1,-1.8,1,1,external-action,1,0.4777,-0.32084475871664614,0.2324540379428251,2.093364036005861,-0.08899999999999997,2.4617082420000003,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,external,right,right,same,2.8,2.8,-1.8,1,1,external-action,1,0.4413,-0.3552660725528074,-0.25358892934241545,2.2660321776569226,0.0897,2.061430575,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,left,left,same,1,1,0,0,2,external-action,2,0.6001,-0.22177637323390353,1.8668402795833043,1.6663889351774706,0.0897,0.8416,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,left,same,1,1,0,0,3,external-action,2,0.5869,-0.23143589048642657,1.6905829397985468,1.7038677798602828,0.02889999999999992,0.7656000000000001,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,left,same,1,2.8,0,0,2,external-action,2,0.5109,-0.2916640973177365,0.6757679531590337,1.9573302016050107,0.1038,0.5317000000000001,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,left,same,1.6,1.6,-0.6,1,2,external-action,2,0.6266,-0.20300960945431362,2.2206902420299777,1.5959144589849983,0.08690000000000009,0.5456,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,left,left,same,1.6,2.2,-0.6,1,2,external-action,2,0.4847,-0.31452698027724074,0.325923839343833,2.0631318341242006,-0.08240000000000003,1.0176,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,left,left,same,2.2,2.2,-1.2,1,2,external-action,2,0.5234,-0.28116628169613783,0.84267831280369,1.9105846388995034,-0.02729999999999999,0.9052,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,left,left,same,2.2,2.8,-1.2,1,2,external-action,2,0.5725,-0.24222450898807438,1.4983022054879025,1.7467248908296944,0.03320000000000001,0.49870000000000003,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,left,left,same,2.2,2.8,-1.2,1,3,external-action,2,0.5997,-0.2220659511622206,1.8614991480746759,1.6675004168751042,0.10400000000000004,0.5037,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,left,right,different,1,1.6,0,0,3,external-action,2,0.558,-0.25336580106242124,1.304686188300101,1.7921146953405016,0.04630000000000001,0.8311,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,right,different,1,2.2,0,0,2,external-action,2,0.5104,-0.2920893342868941,0.6690915387732468,1.9592476489028214,0.02669999999999994,0.9695,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,right,different,1,2.2,0,0,3,external-action,2,0.5447,-0.2638426247268679,1.127093565638185,1.8358729575913348,-0.01740000000000008,0.8313999999999999,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,right,different,1,2.8,0,0,3,external-action,2,0.571,-0.243363891754152,1.4782729623305428,1.7513134851138354,0.0603999999999999,0.4863,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,left,right,different,1.6,1.6,-0.6,1,2,external-action,2,0.5267,-0.27843668164251917,0.886742647749879,1.898614011771407,-0.0071000000000001,0.5461,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,left,right,different,1.6,2.8,-0.6,1,3,external-action,2,0.551,-0.2588484011482149,1.2112163868990933,1.8148820326678765,0.12460000000000004,0.794,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,left,right,different,2.2,1,-1.2,1,3,external-action,2,0.9456,-0.024292536462819855,6.4802426201616194,1.0575296108291032,0.5183,0.688,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,left,right,different,2.2,2.8,-1.2,1,3,external-action,2,0.6585,-0.1814442207021974,2.646645479843141,1.5186028853454823,0.18279999999999996,0.9074,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,left,right,different,2.8,1,-1.8,1,2,external-action,2,0.4071,-0.3902988976206005,-0.7102556733301967,2.4563989191844753,-0.02649999999999996,0.7099,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,left,right,different,2.8,1,-1.8,1,3,external-action,2,0.5182,-0.285502591350194,0.773243603191513,1.9297568506368197,0.1259,0.715,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,left,right,different,2.8,2.8,-1.8,1,3,external-action,2,0.6899,-0.1612138550534054,3.065924303270519,1.4494854326714017,0.36039999999999994,0.8879999999999999,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,right,left,different,1,1,0,0,2,external-action,2,0.4171,-0.3797598101541686,-0.5767273856144711,2.397506593143131,-0.1829999999999999,1.026,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,right,left,different,1.6,1.6,-0.6,1,3,external-action,2,0.5117,-0.29098458302788266,0.6864502161762921,1.9542700801250732,0.07760000000000006,0.5569999999999999,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,left,different,1.6,2.2,-0.6,1,3,external-action,2,0.3854,-0.4140882896805658,-1.000012057673321,2.594706798131811,-0.09799999999999998,0.8316,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,left,different,1.6,2.8,-0.6,1,2,external-action,2,0.3897,-0.4092695942073097,-0.9425948939555594,2.5660764690787787,-0.1608,0.491,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,left,different,1.6,2.8,-0.6,1,3,external-action,2,0.428,-0.368556230986828,-0.4311815520043308,2.336448598130841,-0.09539999999999998,0.5658,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,left,different,2.2,1,-1.2,1,3,external-action,2,0.4504,-0.34640161815671017,-0.1320781875211053,2.2202486678507993,-0.07209999999999994,0.46530000000000005,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,right,left,different,2.2,2.2,-1.2,1,3,external-action,2,0.434,-0.3625102704874893,-0.35106457937489544,2.3041474654377883,0.01340000000000002,1.1685,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,right,left,different,2.2,2.8,-1.2,1,2,external-action,2,0.4876,-0.3119363030536557,0.3646470427813928,2.0508613617719442,-0.05270000000000002,0.618,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,right,left,different,2.8,1.6,-1.8,1,3,external-action,2,0.5175,-0.2860896458710447,0.7638966230514117,1.9323671497584543,0.11669999999999996,0.7121,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,right,right,same,1,1.6,0,0,2,external-action,2,0.54525,-0.2642182205688952,1.1344376214625507,1.8409081286737554,0.09385000000000002,0.69585,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,right,right,same,1,1.6,0,0,3,external-action,2,0.4511,-0.3457271729022895,-0.12273120738100482,2.216803369541122,0.06569999999999998,0.5511,1,1,0,0,1,0,0,-1.3531983759964428,1.83114584479941,-1.3399026363223194,-0.00878198953099116,7.712334012243832e-5
002,1,0,0.36787944117144233,action,right,right,same,1.6,1,-0.6,1,2,external-action,2,0.5131,-0.2897979853446152,0.7051441764564931,1.9489378288832586,0.11720000000000004,1.0491,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,right,same,1.6,2.8,-0.6,1,2,external-action,2,0.5173,-0.28625752159091744,0.7612260572970976,1.9331142470520009,0.01500000000000001,0.5715,1,1.6,-0.6,0,1,0.36,0,-1.3531983759964428,1.83114584479941,-0.44596927671495645,-0.6330300315718594,0.40072702087186934
002,1,0,0.36787944117144233,action,right,right,same,2.2,1,-1.2,1,2,external-action,2,0.4837,-0.31542391261154473,0.31257101057226044,2.067397146991937,0.03790000000000004,0.6950000000000001,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,right,right,same,2.2,1,-1.2,1,3,external-action,2,0.5621,-0.2501864147070622,1.3594327862635485,1.7790428749332858,0.04050000000000009,0.49150000000000005,1,2.2,-1.2,0,1,1.44,0,-1.3531983759964428,1.83114584479941,0.44796408289240636,-1.2572780736127276,1.5807481543873312
002,1,0,0.36787944117144233,action,right,right,same,2.8,1,-1.8,1,3,external-action,2,0.5106,-0.29191918953176843,0.6717621045275625,1.9584802193497843,0.10890000000000004,0.9511000000000001,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1,0,0.36787944117144233,action,right,right,same,2.8,1.6,-1.8,1,2,external-action,2,0.5646,-0.2514320486008752,1.3928148581924795,1.7972354279094684,0.1139,0.62635,1,2.8,-1.8,0,1,3.24,0,-1.3531983759964428,1.83114584479941,1.3418974424997685,-1.8815261156535958,3.5401405238865085
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,1,1.6,0.6,0,1,external-action,1,0.4132,-0.383839687152417,-0.6288034178236042,2.420135527589545,-0.19120000000000004,1.711720915,1.6,1,0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-1.3399026363223194,0.6154660525098771,0.37879846179209076
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,1.6,1,0,0,1,external-action,1,0.4357,-0.3608124400642461,-0.3283647704632224,2.2951572182694515,0.05969999999999997,1.605700332,1.6,1.6,0,0.204119982655925,2.5600000000000005,0,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-0.44596927671495645,-0.00878198953099116,7.712334012243832e-5
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,2.2,1,-0.6,1,0,external-action,1,0.5013,-0.29990229538694624,0.5475807969519366,1.9948134849391583,0.1125,1.9114295979999998,1.6,2.2,-0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,0.44796408289240636,-0.6330300315718594,0.40072702087186934
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,2.2,1.6,-0.6,1,0,external-action,1,0.4382,-0.3584593957633096,-0.2949826985342907,2.283450442833811,-0.02636666666666665,1.8009520176666667,1.6,2.2,-0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,0.44796408289240636,-0.6330300315718594,0.40072702087186934
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,2.2,2.2,-0.6,1,1,external-action,1,0.4432,-0.3534002482796267,-0.22821855467642818,2.256317689530686,0.02189999999999997,2.134787948,1.6,2.2,-0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,0.44796408289240636,-0.6330300315718594,0.40072702087186934
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,2.8,1,-1.2,1,1,external-action,1,0.4467,-0.3499840475281614,-0.18148365397592423,2.238638907544213,0.116,1.7559991149999998,1.6,2.8,-1.2,0.204119982655925,2.5600000000000005,1.44,0.04166496731945512,-0.4587892659928941,0.21048759059029853,1.3418974424997685,-1.2572780736127276,1.5807481543873312
002,1.6,0.204119982655925,0.20189651799465538,external,left,left,same,2.8,2.8,-1.2,1,1,external-action,1,0.45,-0.3467874862246563,-0.13741931902973448,2.2222222222222223,-0.04139999999999999,1.6234950989999999,1.6,2.8,-1.2,0.204119982655925,2.5600000000000005,1.44,0.04166496731945512,-0.4587892659928941,0.21048759059029853,1.3418974424997685,-1.2572780736127276,1.5807481543873312
002,1.6,0.204119982655925,0.20189651799465538,external,left,right,different,1,1,0.6,0,1,external-action,1,0.376,-0.42481215507233894,-1.125528648126103,2.6595744680851063,-0.09050000000000002,1.691378159,1.6,1,0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-1.3399026363223194,0.6154660525098771,0.37879846179209076
002,1.6,0.204119982655925,0.20189651799465538,external,left,right,different,1,2.2,0.6,0,0,external-action,1,0.497,-0.3036436112666679,0.49016363323417506,2.0120724346076457,0.01639999999999997,1.819959062,1.6,1,0.6,0.204119982655925,2.5600000000000005,0.36,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-1.3399026363223194,0.6154660525098771,0.37879846179209076
002,1.6,0.204119982655925,0.20189651799465538,external,left,right,different,1.6,1,0,0,1,external-action,1,0.3674,-0.43486084803021047,-1.240362975561627,2.721829069134458,0.01250000000000001,1.735546928,1.6,1.6,0,0.204119982655925,2.5600000000000005,0,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-0.44596927671495645,-0.00878198953099116,7.712334012243832e-5
002,1.6,0.204119982655925,0.20189651799465538,external,left,right,different,1.6,2.8,0,0,0,external-action,1,0.43374999999999997,-0.36278546999550765,-0.35440278656778856,2.305740499126503,-0.02254999999999999,1.715347712,1.6,1.6,0,0.204119982655925,2.5600000000000005,0,0.04166496731945512,-0.4587892659928941,0.21048759059029853,-0.44596927671495645,-0.00878198953099116,7.712334012243832e-5
