,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a RMSE Action,b RMSE Action,RMSE_Action,R2_RMSE_Action,a 1-corr Action,b 1-corr Action,One_minus_corr_Action,R2_1-corr_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External,a RMSE External,b RMSE External,RMSE_External,R2_RMSE_External,a 1-corr External,b 1-corr External,One_minus_corr_External,R2_1-corr_External
24,1,-3.3333333333333335,0.0001333333333333333,0.008553016542337588,0.3043755911309973,1.185106875274636e-05,0.9857815344600825,4.0,375.0,0.46563505066938643,0.9857815344600832,4.0,375.0,0.007134684632360111,0.9857815344600832,0.008553016542337588,0.32339155484117693,3.332791580914482e-05,0.8800256022830332,4.0,375.0,0.6339756685059773,0.8800256022830351,4.0,375.0,0.061903202071857066,0.8800256022830351
25,1,-3.3333333333333335,0.00016666666666666663,0.008858253757961102,0.30310339210816434,1.059027947848364e-05,0.987294181889572,4.0,375.0,0.4638297580934508,0.987294181889572,4.0,375.0,0.006373218009109949,0.987294181889572,0.008858253757961102,0.3226329814368839,3.215181344429914e-05,0.8842593554055472,4.0,375.0,0.6317103066618811,0.884259355405547,4.0,375.0,0.05964934444349579,0.884259355405547
26,1,-3.3333333333333335,0.00019999999999999998,0.009147213304800573,0.30192043561285065,9.56673330401374e-06,0.9885221940156136,4.0,375.0,0.4623600060033054,0.9885221940156134,4.0,375.0,0.005755465684817773,0.9885221940156134,0.009147213304800573,0.32193073056662436,3.115975000484834e-05,0.8878306022435684,4.0,375.0,0.6297973312187891,0.887830602243569,4.0,375.0,0.05775236681455709,0.887830602243569
27,1,-3.3333333333333335,0.0002333333333333333,0.009421808535685196,0.3008129547756705,8.733879896077499e-06,0.9895214206880186,4.0,375.0,0.46116129674340567,0.9895214206880184,4.0,375.0,0.00525308711812611,0.9895214206880184,0.009421808535685196,0.3212778441459835,3.0323848422593157e-05,0.8908396950830241,4.0,375.0,0.6281839540449199,0.8908396950830239,4.0,375.0,0.05615695421165301,0.8908396950830239
28,1,-3.3333333333333335,0.0002666666666666666,0.009682669740907235,0.2997780698971909,8.055401467142226e-06,0.9903354329726598,4.0,375.0,0.46018291838683234,0.9903354329726598,4.0,375.0,0.004844015758001863,0.9903354329726598,0.009682669740907235,0.32066780581134,2.9621115024254044e-05,0.8933694065789892,4.0,375.0,0.6268265068179161,0.8933694065789894,4.0,375.0,0.054817791862865506,0.8933694065789894
29,1,-3.3333333333333335,0.0003,0.009931482979705386,0.29880346310872347,7.502867953492104e-06,0.9909983419354279,4.0,375.0,0.45938491270601195,0.9909983419354279,4.0,375.0,0.004511003609066533,0.9909983419354279,0.009931482979705386,0.3200981343126315,2.903253579992656e-05,0.8954881843322952,4.0,375.0,0.625688783570494,0.8954881843322945,4.0,375.0,0.05369762531614941,0.8954881843322945
30,1,-3.0,0.0,0.008677356702113819,0.3053821025668854,2.7935249058980768e-05,0.9664843412792755,4.0,375.0,0.4881968027660895,0.9664843412792749,4.0,375.0,0.016900645265558678,0.9664843412792749,0.008677356702113819,0.32455960093386815,4.5834433444586824e-05,0.835004427520254,4.0,375.0,0.657915144524104,0.8350044275202524,4.0,375.0,0.08621423324706323,0.8350044275202524
31,1,-3.0,3.333333333333333e-05,0.008918365925343737,0.3043787157164279,2.61077850942368e-05,0.9686768635778129,4.0,375.0,0.48567507403156046,0.9686768635778127,4.0,375.0,0.015786169789403615,0.9686768635778127,0.008918365925343737,0.32395656402271855,4.456498888871072e-05,0.8395742027968373,4.0,375.0,0.655496546631945,0.8395742027968364,4.0,375.0,0.08371718187186528,0.8395742027968364
32,1,-3.0,6.666666666666666e-05,0.009145511959126813,0.3034529448472236,2.449322756414961e-05,0.9706139488646011,4.0,375.0,0.48343858233211634,0.9706139488646008,4.0,375.0,0.014802583811447168,0.9706139488646008,0.009145511959126813,0.3234063341227241,4.3419773447583966e-05,0.843696761404809,4.0,375.0,0.6533126308403163,0.8436967614048084,4.0,375.0,0.08147032633408713,0.8436967614048084
33,1,-3.0,9.999999999999999e-05,0.009360739672121495,0.3025912150608844,2.30676790711849e-05,0.9723242682155986,4.0,375.0,0.4814571371860988,0.9723242682155979,4.0,375.0,0.013934957411227411,0.9723242682155979,0.009360739672121495,0.3228913833759358,4.238837782791106e-05,0.847409596964812,4.0,375.0,0.6513440813636389,0.8474095969648102,4.0,375.0,0.0794514695222146,0.8474095969648102
34,1,-3.0,0.0001333333333333333,0.009565320151057408,0.3017852432184658,2.18088292990533e-05,0.9738345887641241,4.0,375.0,0.4797020472429176,0.9738345887641243,4.0,375.0,0.013169422461928093,0.9738345887641243,0.009565320151057408,0.3224099527690721,4.146036051514117e-05,0.8507502896110082,4.0,375.0,0.6495714418801515,0.8507502896110096,4.0,375.0,0.07763874235145285,0.8507502896110096
35,1,-3.0,0.00016666666666666663,0.009760403365246915,0.30102748260820505,2.0696573687771905e-05,0.9751690311201778,4.0,375.0,0.4781471164145019,0.9751690311201778,4.0,375.0,0.012493528567950163,0.9751690311201778,0.009760403365246915,0.32195787127244685,4.062581666298368e-05,0.8537544947635681,4.0,375.0,0.6479761894826559,0.8537544947635668,4.0,375.0,0.07601163710598224,0.8537544947635668
